0.000000,0.000000,1.000000,-1.307495,2.902143,0.000000
0.000000,0.000000,0.000000,-2.314222,-1.004355,1.000000
1.000000,0.000000,0.000000,0.765793,0.339927,1.000000
1.000000,0.000000,1.000000,-1.435027,-1.498245,0.000000
0.000000,0.000000,0.000000,-0.917941,0.559592,1.000000
0.000000,1.000000,1.000000,-1.047054,4.017141,0.000000
0.000000,0.000000,0.000000,0.036398,1.472449,0.000000
0.000000,0.000000,0.000000,0.023708,-1.729448,0.000000
1.000000,0.000000,0.000000,-0.118975,-1.140275,1.000000
0.000000,0.000000,0.000000,-0.548932,-1.170027,1.000000
1.000000,0.000000,0.000000,-0.514699,0.600463,1.000000
1.000000,1.000000,0.000000,1.445700,2.197419,1.000000
0.000000,0.000000,0.000000,0.395716,0.679774,1.000000
0.000000,0.000000,1.000000,-1.177669,3.217195,0.000000
1.000000,0.000000,0.000000,1.525382,2.641113,0.000000
1.000000,0.000000,0.000000,0.993536,-3.339667,1.000000
0.000000,0.000000,0.000000,-0.041510,-0.483305,0.000000
0.000000,0.000000,0.000000,0.665304,2.052200,1.000000
0.000000,0.000000,0.000000,-1.312510,1.170491,0.000000
0.000000,1.000000,1.000000,0.693649,6.059513,0.000000
0.000000,0.000000,0.000000,-0.297810,0.782638,0.000000
0.000000,0.000000,0.000000,-1.300579,2.154097,0.000000
0.000000,0.000000,1.000000,0.440683,2.973504,0.000000
0.000000,0.000000,0.000000,-0.131674,-0.684540,0.000000
0.000000,0.000000,1.000000,0.086140,-1.612129,1.000000
0.000000,0.000000,1.000000,-2.932691,1.304040,0.000000
0.000000,0.000000,1.000000,-2.424606,3.688419,0.000000
0.000000,0.000000,1.000000,-1.850920,2.222233,0.000000
1.000000,0.000000,0.000000,0.870277,0.579945,1.000000
0.000000,1.000000,1.000000,-1.099558,1.067103,0.000000
0.000000,0.000000,0.000000,0.430821,1.211640,0.000000
0.000000,0.000000,0.000000,0.485998,0.767002,1.000000
1.000000,0.000000,0.000000,1.103571,0.458430,1.000000
0.000000,0.000000,0.000000,-0.942632,0.835125,1.000000
1.000000,0.000000,1.000000,-0.388414,0.023589,0.000000
0.000000,0.000000,0.000000,0.664183,1.795520,0.000000
0.000000,1.000000,1.000000,-1.010552,2.071324,0.000000
0.000000,1.000000,0.000000,0.715606,-0.127902,0.000000
0.000000,0.000000,1.000000,-1.184868,-0.729693,0.000000
0.000000,0.000000,1.000000,-1.363296,3.269787,0.000000
0.000000,0.000000,0.000000,0.103841,2.320925,0.000000
1.000000,1.000000,1.000000,1.269340,0.528889,0.000000
0.000000,0.000000,1.000000,-1.807592,3.083457,1.000000
1.000000,1.000000,1.000000,-1.872409,3.997677,0.000000
1.000000,1.000000,1.000000,-0.482150,2.478992,0.000000
0.000000,0.000000,1.000000,-1.693422,-1.371728,1.000000
1.000000,1.000000,0.000000,0.694692,2.989925,0.000000
0.000000,0.000000,0.000000,-0.409996,1.822719,1.000000
